"","iid","gender","match","samerace","age_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","prob_o","age","undergra","mn_sat","tuition","imprace","imprelig","goal","date","go_out","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr","sinc","intel","fun","amb","shar","prob","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","imprelig_o","imprace_o","goal_o","date_o","go_out_o","sports_o","tvsports_o","exercise_o","dining_o","museums_o","art_o","hiking_o","gaming_o","clubbing_o","reading_o","tv_o","theater_o","movies_o","concerts_o","music_o","shopping_o","yoga_o","exphappy_o"
"6688",442,1,1,0,30,20,20,20,20,10,10,7,7,7,5,6,5,5,25,"warsaw university","","",1,1,4,6,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,6,40,10,0,45,0,5,30,10,10,20,30,10,7,9,8,8,9,4,2,4,4,5,3,3,50,20,0,30,0,0,7,6,7,4,9,3,3,2,6,3,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5
"6689",442,1,0,1,27,30,15,15,30,0,10,7,6,7,5,8,5,8,25,"warsaw university","","",1,1,4,6,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,6,40,10,0,45,0,5,30,10,10,20,30,10,7,9,8,8,9,6,6,5,4,4,2,4,50,20,0,30,0,0,7,6,7,4,9,2,2,1,4,2,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3
"6690",442,1,0,0,22,25,5,20,25,15,10,6,10,8,5,9,7,5,25,"warsaw university","","",1,1,4,6,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,6,40,10,0,45,0,5,30,10,10,20,30,10,7,9,8,8,9,6,0,5,5,5,0,3,50,20,0,30,0,0,7,6,7,4,9,1,1,1,7,2,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,5
"6691",442,1,0,1,23,28,8,17,22,17,8,7,10,8,10,8,7,10,25,"warsaw university","","",1,1,4,6,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,6,40,10,0,45,0,5,30,10,10,20,30,10,7,9,8,8,9,8,1,5,5,5,0,3,50,20,0,30,0,0,7,6,7,4,9,1,9,1,6,1,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,5
"6692",442,1,1,1,23,15,15,18,18,14,20,7,9,10,7,10,7,4,25,"warsaw university","","",1,1,4,6,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,6,40,10,0,45,0,5,30,10,10,20,30,10,7,9,8,8,9,7,5,5,4,2,0,4,50,20,0,30,0,0,7,6,7,4,9,6,2,1,4,1,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5
"6693",442,1,0,1,23,14,15,16,17,18,20,4,3,6,2,2,2,5,25,"warsaw university","","",1,1,4,6,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,6,40,10,0,45,0,5,30,10,10,20,30,10,7,9,8,8,9,7,4,5,4,4,0,3,50,20,0,30,0,0,7,6,7,4,9,5,1,1,4,1,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4
"6694",442,1,0,1,29,20,10,50,5,10,5,3,9,9,3,9,0,7,25,"warsaw university","","",1,1,4,6,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,6,40,10,0,45,0,5,30,10,10,20,30,10,7,9,8,8,9,9,1,7,5,4,3,4,50,20,0,30,0,0,7,6,7,4,9,5,1,2,3,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7
"6695",443,1,0,0,22,10,25,15,20,15,15,5,8,8,7,8,2,2,27,"Univeristy of Michigan","1,290.00","21,645.00",1,3,2,6,2,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,6,7,7,7,6,4,5,30,15,15,20,10,10,7,7,7,8,8,10,3,1,6,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,5
"6696",443,1,0,0,27,15,15,25,15,15,15,6,9,9,8,8,5,3,27,"Univeristy of Michigan","1,290.00","21,645.00",1,3,2,6,2,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,5,5,6,4,7,4,3,30,15,15,20,10,10,7,7,7,8,8,8,5,2,7,3,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,7
"6697",443,1,0,0,28,15,30,30,10,10,5,8,10,9,9,10,9,9,27,"Univeristy of Michigan","1,290.00","21,645.00",1,3,2,6,2,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,7,9,6,5,3,5,7,30,15,15,20,10,10,7,7,7,8,8,1,1,4,6,3,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4
"6698",443,1,0,0,30,20,20,20,20,10,10,7,6,6,6,4,4,7,27,"Univeristy of Michigan","1,290.00","21,645.00",1,3,2,6,2,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,5,5,7,7,4,2,6,30,15,15,20,10,10,7,7,7,8,8,3,3,2,6,3,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5
"6699",443,1,0,0,27,30,15,15,30,0,10,6,7,8,9,7,8,8,27,"Univeristy of Michigan","1,290.00","21,645.00",1,3,2,6,2,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,8,8,8,6,7,7,7,30,15,15,20,10,10,7,7,7,8,8,2,2,1,4,2,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3
"6700",443,1,0,0,22,25,5,20,25,15,10,7,9,9,8,9,8.142857,6,27,"Univeristy of Michigan","1,290.00","21,645.00",1,3,2,6,2,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,4,5,5,7,7,4,5,30,15,15,20,10,10,7,7,7,8,8,1,1,1,7,2,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,5
"6702",443,1,0,0,23,15,15,18,18,14,20,7,8,10,8,10,7,5,27,"Univeristy of Michigan","1,290.00","21,645.00",1,3,2,6,2,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,9,6,6,6,6,6,7,30,15,15,20,10,10,7,7,7,8,8,6,2,1,4,1,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5
"6704",443,1,0,0,29,20,10,50,5,10,5,6,7,9,7.3,7,5.6,5,27,"Univeristy of Michigan","1,290.00","21,645.00",1,3,2,6,2,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,8,6,8,3,3,2,4,30,15,15,20,10,10,7,7,7,8,8,5,1,2,3,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7
"6705",444,1,0,0,22,10,25,15,20,15,15,7,6,8,7,8,2,1,26,"Middlebury College","1,470.00","34,300.00",5,1,2,4,2,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,3,8,7,6,6,4.2,5,40,30,10,20,0,0,8,7,8,8,7,10,3,1,6,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,5
"6706",444,1,0,0,27,15,15,25,15,15,15,8,7,8,8,7,4,4,26,"Middlebury College","1,470.00","34,300.00",5,1,2,4,2,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,6,6,7,2,9,5,3,40,30,10,20,0,0,8,7,8,8,7,8,5,2,7,3,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,7
"6707",444,1,0,1,28,15,30,30,10,10,5,10,10,10,10,10,9,9,26,"Middlebury College","1,470.00","34,300.00",5,1,2,4,2,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,7,9,8,7,7,4.2,5,40,30,10,20,0,0,8,7,8,8,7,1,1,4,6,3,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4
"6708",444,1,0,0,30,20,20,20,20,10,10,8,6,6,5,5,3,5,26,"Middlebury College","1,470.00","34,300.00",5,1,2,4,2,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,5,8,6,8,8,5,7,40,30,10,20,0,0,8,7,8,8,7,3,3,2,6,3,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5
"6709",444,1,0,1,27,30,15,15,30,0,10,9,8,7,7,7,7,6,26,"Middlebury College","1,470.00","34,300.00",5,1,2,4,2,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,7,8,7,7,6,4.2,4,40,30,10,20,0,0,8,7,8,8,7,2,2,1,4,2,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3
"6711",444,1,0,1,23,28,8,17,22,17,8,10,9,9,10,10,9,10,26,"Middlebury College","1,470.00","34,300.00",5,1,2,4,2,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,6,5,5,9,7,6,1,40,30,10,20,0,0,8,7,8,8,7,1,9,1,6,1,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,5
"6712",444,1,0,1,23,15,15,18,18,14,20,8,6,9,8,9,7,5,26,"Middlebury College","1,470.00","34,300.00",5,1,2,4,2,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,5,6,5,4,6,4.2,2,40,30,10,20,0,0,8,7,8,8,7,6,2,1,4,1,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5
"6713",444,1,0,1,23,14,15,16,17,18,20,8,2,6,4,10,2,5,26,"Middlebury College","1,470.00","34,300.00",5,1,2,4,2,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,7,9,7,8,7,4.2,6,40,30,10,20,0,0,8,7,8,8,7,5,1,1,4,1,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4
"6714",444,1,0,1,29,20,10,50,5,10,5,8,7,8,8,9,3,8,26,"Middlebury College","1,470.00","34,300.00",5,1,2,4,2,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,6,6,7,9,7,4,5,40,30,10,20,0,0,8,7,8,8,7,5,1,2,3,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7
"6722",445,1,0,1,23,15,15,18,18,14,20,7,7,8,9,9,8,5,30,"U of Vermont","1,130.00","20,100.00",1,1,2,5,2,9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,5,40,12,18,12,6,12,30,15,10,20,20,5,9,8,7,10,7,7,9,7,6,5,6,8,50,10,10,10,15,5,8,10,10,7,6,6,2,1,4,1,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5
"6723",445,1,0,1,23,14,15,16,17,18,20,7,7,10,9,10,8,6,30,"U of Vermont","1,130.00","20,100.00",1,1,2,5,2,9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,5,40,12,18,12,6,12,30,15,10,20,20,5,9,8,7,10,7,5,8,9,6,8,4,7,50,10,10,10,15,5,8,10,10,7,6,5,1,1,4,1,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4
"6725",446,1,0,0,22,10,25,15,20,15,15,5,9,9,6,8,4,2,28,"Universidad de los Andes","","",2,2,1,4,3,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5,7,8,8,8,8,7,6,25,30,20,15,0,10,5,6,6,7,6,10,3,1,6,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,5
"6726",446,1,0,0,27,15,15,25,15,15,15,7,9,9,8,6,2,5,28,"Universidad de los Andes","","",2,2,1,4,3,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5,7,8,8,7,6,7,6,25,30,20,15,0,10,5,6,6,7,6,8,5,2,7,3,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,7
"6727",446,1,1,0,28,15,30,30,10,10,5,3,9,9,6,9,7,10,28,"Universidad de los Andes","","",2,2,1,4,3,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5,8,8,8,6,4,5,4,25,30,20,15,0,10,5,6,6,7,6,1,1,4,6,3,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4
"6728",446,1,1,0,30,20,20,20,20,10,10,9,8,8,5,7,5,6,28,"Universidad de los Andes","","",2,2,1,4,3,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5,5,8,7,7,4,3,3,25,30,20,15,0,10,5,6,6,7,6,3,3,2,6,3,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5
"6729",446,1,0,0,27,30,15,15,30,0,10,7,5,5,3,3,5,8,28,"Universidad de los Andes","","",2,2,1,4,3,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5,8,10,9,8,5,3,5,25,30,20,15,0,10,5,6,6,7,6,2,2,1,4,2,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3
"6730",446,1,0,0,22,25,5,20,25,15,10,4,4,4,4,4,4,4,28,"Universidad de los Andes","","",2,2,1,4,3,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5,5,5,8,6,9,3,4,25,30,20,15,0,10,5,6,6,7,6,1,1,1,7,2,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,5
"6731",446,1,0,0,23,28,8,17,22,17,8,7,10,9,9,7,8,10,28,"Universidad de los Andes","","",2,2,1,4,3,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5,7,7,7,9,8,3,4,25,30,20,15,0,10,5,6,6,7,6,1,9,1,6,1,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,5
"6732",446,1,0,0,23,15,15,18,18,14,20,6,8,9,9,10,8,5,28,"Universidad de los Andes","","",2,2,1,4,3,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5,5,10,8,8,7,6,5,25,30,20,15,0,10,5,6,6,7,6,6,2,1,4,1,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5
"6733",446,1,1,0,23,14,15,16,17,18,20,6,4,7,3,7,6,5,28,"Universidad de los Andes","","",2,2,1,4,3,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5,8,7,7,8,4,7,5,25,30,20,15,0,10,5,6,6,7,6,5,1,1,4,1,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4
"6734",446,1,1,0,29,20,10,50,5,10,5,7,7,9,5,9,5.6,8,28,"Universidad de los Andes","","",2,2,1,4,3,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,25,25,20,0,0,6,8,9,7,5,9,8,8,6,5,5,4,25,30,20,15,0,10,5,6,6,7,6,5,1,2,3,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7
"6735",447,1,0,1,22,10,25,15,20,15,15,5,8,8,8,6,3,3,26,"University of Delhi","","",1,1,1,7,2,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,20,20,15,25,10,10,6,10,6,7,4,5,7,7,5,4,4,4,25,30,20,15,0,10,5,6,6,7,6,10,3,1,6,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,5
"6736",447,1,0,1,27,15,15,25,15,15,15,8,9,8,7,8,2,4,26,"University of Delhi","","",1,1,1,7,2,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,20,20,15,25,10,10,6,10,6,7,4,2,6,4,3,4,5,1,25,30,20,15,0,10,5,6,6,7,6,8,5,2,7,3,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,7
"6737",447,1,0,0,28,15,30,30,10,10,5,7,9,10,10,10,8,10,26,"University of Delhi","","",1,1,1,7,2,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,20,20,15,25,10,10,6,10,6,7,4,6,5,7,6,5,5,8,25,30,20,15,0,10,5,6,6,7,6,1,1,4,6,3,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4
"6738",447,1,0,0,30,20,20,20,20,10,10,7,7,7,5,5,3,6,26,"University of Delhi","","",1,1,1,7,2,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,20,20,15,25,10,10,6,10,6,7,4,5,6,6,4,3,6,4,25,30,20,15,0,10,5,6,6,7,6,3,3,2,6,3,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5
"6739",447,1,1,0,27,30,15,15,30,0,10,10,10,10,10,10,9,10,26,"University of Delhi","","",1,1,1,7,2,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,20,20,15,25,10,10,6,10,6,7,4,9,8,8,8,6,6,7,25,30,20,15,0,10,5,6,6,7,6,2,2,1,4,2,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3
"6740",447,1,0,0,22,25,5,20,25,15,10,6,10,9,8,8,4,5,26,"University of Delhi","","",1,1,1,7,2,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,20,20,15,25,10,10,6,10,6,7,4,6,6,8,6,7,6,4,25,30,20,15,0,10,5,6,6,7,6,1,1,1,7,2,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,5
"6741",447,1,0,0,23,28,8,17,22,17,8,7,10,9,9,9,8,10,26,"University of Delhi","","",1,1,1,7,2,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,20,20,15,25,10,10,6,10,6,7,4,7,6,6,5,6,6,3,25,30,20,15,0,10,5,6,6,7,6,1,9,1,6,1,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,5
"6742",447,1,0,0,23,15,15,18,18,14,20,8,8,10,7,10,7,5,26,"University of Delhi","","",1,1,1,7,2,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,20,20,15,25,10,10,6,10,6,7,4,6,5,6,6,4,4,4,25,30,20,15,0,10,5,6,6,7,6,6,2,1,4,1,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5
"6743",447,1,0,0,23,14,15,16,17,18,20,6,3,4,2,9,4,4,26,"University of Delhi","","",1,1,1,7,2,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,20,20,15,25,10,10,6,10,6,7,4,5,6,6,5,4,5,5,25,30,20,15,0,10,5,6,6,7,6,5,1,1,4,1,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4
"6744",447,1,0,0,29,20,10,50,5,10,5,7,7,9,3,9,0,5,26,"University of Delhi","","",1,1,1,7,2,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,20,20,15,25,10,10,6,10,6,7,4,4,5,6,5,5,4,3,25,30,20,15,0,10,5,6,6,7,6,5,1,2,3,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7
"6745",448,1,0,0,22,10,25,15,20,15,15,6,8,8,9,9,4,2,22,"Yale","1,450.00","26,100.00",1,1,1,2,1,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,8,8,8,6,5,7,7,30,10,25,20,5,10,9,9,9,9,9,10,3,1,6,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,5
"6746",448,1,1,0,27,15,15,25,15,15,15,9,8,9,9,5,2,4,22,"Yale","1,450.00","26,100.00",1,1,1,2,1,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,5,6,8,4,8,4,3,30,10,25,20,5,10,9,9,9,9,9,8,5,2,7,3,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,7
"6747",448,1,0,1,28,15,30,30,10,10,5,8,6,8,7,9,5,3,22,"Yale","1,450.00","26,100.00",1,1,1,2,1,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,4,7,7,6,5,4,7,30,10,25,20,5,10,9,9,9,9,9,1,1,4,6,3,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4
"6748",448,1,0,0,30,20,20,20,20,10,10,6,5,5,5,8,5,3,22,"Yale","1,450.00","26,100.00",1,1,1,2,1,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,3,7,5,6,5,6,5,30,10,25,20,5,10,9,9,9,9,9,3,3,2,6,3,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5
"6749",448,1,0,1,27,30,15,15,30,0,10,7,6,6,5,7,7,5,22,"Yale","1,450.00","26,100.00",1,1,1,2,1,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,7,7,7,7,6,5,5,30,10,25,20,5,10,9,9,9,9,9,2,2,1,4,2,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3
"6750",448,1,1,0,22,25,5,20,25,15,10,9,9,10,10,9,8.142857,9,22,"Yale","1,450.00","26,100.00",1,1,1,2,1,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,5,7,8,6,6,7,6,30,10,25,20,5,10,9,9,9,9,9,1,1,1,7,2,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,5
"6751",448,1,1,1,23,28,8,17,22,17,8,10,10,10,10,10,10,10,22,"Yale","1,450.00","26,100.00",1,1,1,2,1,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,8,6,7,8,8,7,8,30,10,25,20,5,10,9,9,9,9,9,1,9,1,6,1,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,5
"6752",448,1,1,1,23,15,15,18,18,14,20,7,6,9,10,9,9,6,22,"Yale","1,450.00","26,100.00",1,1,1,2,1,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,5,7,5,6,3,7,4,30,10,25,20,5,10,9,9,9,9,9,6,2,1,4,1,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5
"6753",448,1,0,1,23,14,15,16,17,18,20,8,2,4,5,10,2,5,22,"Yale","1,450.00","26,100.00",1,1,1,2,1,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,6,5,8.2,6,7.3,6.4,4,30,10,25,20,5,10,9,9,9,9,9,5,1,1,4,1,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4
"6754",448,1,1,1,29,20,10,50,5,10,5,9,3,10,9,10,5.6,5,22,"Yale","1,450.00","26,100.00",1,1,1,2,1,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,8,7,7,8,6,7,7,30,10,25,20,5,10,9,9,9,9,9,5,1,2,3,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7
"6755",449,1,0,0,22,10,25,15,20,15,15,5,6,9,8,8,5,2,23,"Princeton","1,460.00","27,230.00",7,1,1,3,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,10,7,8,7,8,5,1,50,8,8,33,0,1,7,10,10,10,8,10,3,1,6,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,5
"6756",449,1,0,0,27,15,15,25,15,15,15,8,5,7,6,8,2,2,23,"Princeton","1,460.00","27,230.00",7,1,1,3,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,4,4,6,2,9,3,5,50,8,8,33,0,1,7,10,10,10,8,8,5,2,7,3,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,7
"6757",449,1,0,0,28,15,30,30,10,10,5,8,8,9,9,10,10,9,23,"Princeton","1,460.00","27,230.00",7,1,1,3,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,7,9,9,7,6,6,8,50,8,8,33,0,1,7,10,10,10,8,1,1,4,6,3,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4
"6758",449,1,0,1,30,20,20,20,20,10,10,7,7,7,7,4,3,3,23,"Princeton","1,460.00","27,230.00",7,1,1,3,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,4,9,8,10,6,6,8,50,8,8,33,0,1,7,10,10,10,8,3,3,2,6,3,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5
"6759",449,1,0,0,27,30,15,15,30,0,10,8,8,8,8,8,7,8,23,"Princeton","1,460.00","27,230.00",7,1,1,3,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,9,9,7,8,7,6,6,50,8,8,33,0,1,7,10,10,10,8,2,2,1,4,2,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3
